condition,MSc,age,female,nonUS,sensScale,MScIfControl,MScIfScared,sample,badRand,MScBadRand,Block,Select
0,19,58,0,0,0.07,19,16,7,0,19,NA,0
1,12,51,0,0,-0.83,11,12,7,1,12,NA,0
0,22,68,0,0,1.99,22,16,7,0,22,NA,0
0,15,58,0,0,-0.18,15,8,7,0,15,NA,0
1,26,62,1,0,0.64,29,26,7,1,26,NA,0
0,10,74,0,1,-0.44,10,14,7,1,14,NA,0
1,22,46,1,1,-0.34,23,22,7,0,23,NA,0
1,19,46,0,0,1.67,21,19,7,0,21,NA,0
1,23,47,1,0,1.5,28,23,7,0,28,NA,0
0,21,36,0,0,-1.28,21,21,7,1,21,NA,0
0,31,58,1,1,-0.25,31,33,7,1,33,NA,0
0,15,44,0,0,-0.31,15,12,7,1,12,NA,0
1,17,60,1,0,0.34,21,17,7,0,21,NA,0
0,24,51,1,1,-0.34,24,21,7,1,21,NA,0
1,29,43,1,0,0.75,32,29,7,0,32,NA,0
0,37,48,1,0,-0.45,37,39,7,1,39,NA,0
0,26,31,0,0,-0.18,26,23,7,1,23,NA,0
0,19,65,1,0,0.62,19,13,7,0,19,NA,0
1,24,35,0,0,-0.6,25,24,7,1,24,NA,0
1,11,38,0,0,-0.28,11,11,7,0,11,NA,0
1,8,65,0,0,-0.23,9,8,7,0,9,NA,0
0,30,44,1,0,0.88,30,29,7,0,30,NA,0
1,13,70,1,0,-0.28,17,13,7,1,13,NA,0
0,29,52,1,0,-1.33,29,29,7,1,29,NA,0
0,21,55,1,0,0.4,21,16,7,0,21,NA,0
0,32,36,1,1,-0.36,32,32,7,1,32,NA,0
1,35,45,1,1,0.99,36,35,7,0,36,NA,0
0,32,44,1,0,-0.66,32,34,7,0,32,NA,0
1,14,32,0,0,0,17,14,7,1,14,NA,0
0,2,71,0,0,1.64,2,0,7,0,2,NA,0
0,18,46,1,1,-0.51,18,21,7,0,18,NA,0
0,12,55,0,0,1.06,12,7,7,0,12,NA,0
0,29,45,1,0,0.82,29,24,7,0,29,NA,0
0,12,41,1,0,0,12,11,7,1,11,NA,0
0,18,56,0,0,-0.75,18,21,7,1,21,NA,0
1,34,50,1,0,0.45,36,34,7,0,36,NA,1
0,29,42,0,0,0.64,29,26,7,1,26,NA,0
1,25,49,0,0,-0.01,29,25,7,0,29,NA,0
1,0,75,0,0,-0.24,0,0,7,1,0,NA,0
0,22,43,0,0,-0.34,22,21,7,1,21,NA,0
0,23,56,0,1,0.24,23,21,7,0,23,NA,0
0,19,35,0,0,0.19,19,15,7,0,19,NA,0
1,23,64,0,0,0,24,23,7,0,24,NA,0
1,19,54,1,0,1.45,24,19,7,1,19,NA,0
0,26,54,1,1,-0.87,26,30,7,1,30,NA,0
1,35,56,1,0,0.3,37,35,7,1,35,NA,0
0,26,50,0,0,-0.76,26,29,7,1,29,NA,0
0,24,64,0,1,-1.2,24,26,7,1,26,NA,0
1,12,43,0,0,2.75,19,12,7,0,19,NA,0
1,19,56,1,0,1.26,25,19,7,1,19,NA,0
0,37,30,1,1,-0.24,37,43,7,0,37,NA,0
0,8,56,0,1,-0.62,8,11,7,1,11,NA,0
0,4,61,0,0,0.18,4,2,7,1,2,NA,0
1,6,61,0,0,1.76,14,6,7,0,14,NA,0
1,8,64,0,0,-2.41,5,8,7,1,8,NA,0
1,24,40,0,0,0.35,26,24,7,1,24,NA,0
1,32,50,1,1,-1.52,26,32,7,1,32,NA,0
1,30,45,1,0,0.53,29,30,7,1,30,NA,0
1,23,45,1,0,1.71,27,23,7,0,27,NA,0
0,33,49,1,0,-1.05,33,34,7,1,34,NA,0
0,14,53,0,0,1.5,14,9,7,0,14,NA,0
0,23,44,0,0,1,23,17,7,0,23,NA,0
1,31,43,1,0,0.78,32,31,7,0,32,NA,0
1,29,51,0,0,0.36,27,29,7,0,27,NA,0
0,28,45,0,0,-1.11,28,28,7,1,28,NA,0
0,22,49,0,0,-1.55,22,24,7,1,24,NA,0
1,20,56,0,1,0.79,25,20,7,0,25,NA,0
0,22,40,1,0,0.42,22,20,7,0,22,NA,0
0,25,92,1,0,-1.54,25,29,7,0,25,NA,0
0,11,66,0,0,-1.38,11,10,7,1,10,NA,0
0,32,33,1,1,-1.01,32,36,7,0,32,NA,0
1,3,71,0,0,-0.34,5,3,7,1,3,NA,0
0,22,38,0,0,0.74,22,18,7,0,22,NA,0
0,30,50,1,0,-0.71,30,28,7,0,30,NA,0
1,25,40,1,0,0.71,28,25,7,1,25,NA,0
1,19,48,1,1,0.42,17,19,7,0,17,NA,0
0,20,54,1,1,2.1,20,17,7,0,20,NA,0
1,31,53,1,0,0.9,34,31,7,1,31,NA,0
0,28,55,1,0,1.89,28,21,7,0,28,NA,0
1,29,21,0,0,-1.08,25,29,7,0,25,NA,0
0,16,52,1,0,0.98,16,11,7,0,16,NA,0
1,28,53,1,0,-0.86,24,28,7,0,24,NA,0
0,12,43,0,0,0.04,12,8,7,0,12,NA,0
1,31,34,1,1,-0.59,29,31,7,0,29,NA,1
1,18,47,1,1,1.27,23,18,7,0,23,NA,0
0,23,52,0,0,0.38,23,22,7,0,23,NA,0
1,33,43,1,0,0.4,40,33,7,0,40,NA,0
1,28,73,1,0,0.35,29,28,7,0,29,2,0
1,35,36,1,0,-0.78,35,35,7,1,35,NA,0
0,18,53,0,0,-0.75,18,20,7,1,20,NA,0
1,30,51,1,0,-1.67,27,30,7,1,30,NA,0
1,26,44,1,0,-0.13,30,26,7,1,26,NA,0
0,44,50,1,0,-1.34,44,44,7,1,44,NA,0
1,22,59,1,1,-0.38,20,22,7,0,20,NA,0
0,11,59,0,0,-1.95,11,14,7,1,14,NA,0
1,12,47,0,1,1.34,16,12,7,0,16,NA,0
1,34,50,0,1,0.66,33,34,7,1,34,NA,0
0,16,75,0,0,-0.63,16,15,7,0,16,NA,0
0,32,28,0,0,-1.37,32,32,7,0,32,NA,0
1,26,35,1,0,0.16,24,26,7,0,24,NA,0
1,17,39,0,1,-0.08,15,17,7,1,17,NA,0
1,9,65,0,0,-0.67,8,9,7,1,9,NA,0
0,27,24,1,0,-0.77,27,28,7,1,28,NA,0
0,30,26,0,0,0.3,30,27,7,1,27,NA,0
1,23,39,0,1,-1.48,20,23,7,1,23,NA,0
1,10,72,1,1,1.44,12,10,7,1,10,NA,0
0,30,38,0,0,-1.52,30,34,7,1,34,NA,0
1,37,30,0,1,-0.58,37,37,7,1,37,NA,0
0,24,54,1,0,-0.06,24,21,7,1,21,NA,0
0,21,39,0,0,0.95,21,15,7,1,15,NA,0
1,16,29,0,0,0.19,18,16,7,0,18,NA,0
1,17,53,1,0,-0.81,16,17,7,1,17,NA,0
1,18,39,0,0,0.03,19,18,7,1,18,NA,0
1,17,36,0,1,1.19,17,17,7,1,17,NA,0
1,25,28,0,0,-1.4,26,25,7,1,25,NA,0
0,20,47,1,0,1.74,20,15,7,0,20,NA,0
0,7,63,0,1,-0.54,7,6,7,1,6,NA,0
1,25,56,1,0,-2.5,27,25,7,1,25,NA,0
1,23,82,1,0,-1.86,20,23,7,1,23,NA,0
0,32,42,1,0,-1.24,32,29,7,1,29,NA,0
1,32,36,1,1,0.94,35,32,7,1,32,NA,0
0,22,59,1,1,0.18,22,23,7,1,23,NA,0
1,16,60,0,1,-0.2,15,16,7,1,16,NA,0
1,18,47,0,0,0.68,21,18,7,1,18,NA,0
0,12,32,0,0,-0.14,12,13,7,1,13,NA,0
0,36,53,1,0,0.74,36,29,7,0,36,NA,0
0,33,59,1,0,-2.33,33,34,7,1,34,NA,0
1,2,57,0,0,-0.16,6,2,7,1,2,NA,0
0,32,38,1,0,0.13,32,30,7,1,30,NA,0
0,24,45,1,0,2.33,24,19,7,0,24,NA,0
0,44,51,1,0,0.86,44,41,7,0,44,NA,0
1,18,40,0,0,0.6,20,18,7,0,20,NA,0
1,28,53,1,1,1.66,33,28,7,0,33,NA,0
0,30,45,0,0,-0.12,30,29,7,0,30,NA,0
1,14,56,0,0,-0.29,13,14,7,0,13,NA,0
0,33,41,0,1,-0.1,33,33,7,1,33,NA,0
0,24,23,0,0,1.56,24,17,7,0,24,NA,0
1,24,38,0,0,-0.95,25,24,7,1,24,NA,0
1,24,56,1,1,0.04,22,24,7,1,24,NA,0
0,30,32,1,0,-0.14,30,32,7,0,30,NA,0
1,24,43,0,1,0.2,26,24,7,0,26,NA,0
0,18,59,1,0,-0.63,18,17,7,1,17,NA,0
0,9,66,0,0,-1.09,9,10,7,1,10,NA,0
1,16,59,0,1,0.58,18,16,7,0,18,NA,0
0,16,44,0,0,1.44,16,15,7,0,16,NA,0
1,24,43,1,1,0.52,25,24,7,0,25,NA,0
0,15,67,0,0,-0.26,15,9,7,0,15,NA,0
0,18,60,1,0,0,18,21,7,0,18,NA,0
1,19,41,0,0,0.07,23,19,7,1,19,NA,0
1,15,44,0,0,-0.02,20,15,7,0,20,NA,0
0,15,53,1,1,1.69,15,11,7,1,11,NA,0
0,28,63,0,1,-0.02,28,31,7,0,28,NA,0
0,19,43,0,0,0.28,19,19,7,1,19,NA,0
1,27,44,1,1,0.58,24,27,7,0,24,NA,0
1,34,50,1,1,1.17,37,34,7,0,37,NA,0
0,27,33,0,1,0.44,27,29,7,1,29,NA,0
0,26,46,1,0,0.69,26,22,7,0,26,NA,0
1,18,57,0,0,-0.56,20,18,7,0,20,NA,0
1,22,70,0,1,-1.14,18,22,7,1,22,NA,0
0,24,56,1,0,0.01,24,24,7,0,24,NA,0
1,30,55,1,0,-0.77,34,30,7,0,34,NA,0
1,19,59,0,1,-1.87,15,19,7,1,19,NA,0
0,35,64,1,1,-1.4,35,40,7,1,40,NA,0
1,8,54,0,0,2.04,18,8,7,0,18,NA,0
1,29,39,1,1,-0.26,26,29,7,0,26,NA,0
0,11,43,0,0,-0.85,11,16,7,1,16,NA,0
1,33,29,0,1,-1.67,27,33,7,1,33,NA,0
1,36,29,1,1,-0.81,35,36,7,1,36,NA,0
1,18,74,0,0,-0.2,18,18,7,0,18,NA,0
0,24,53,1,1,-0.47,24,22,7,1,22,NA,0
1,22,42,1,0,1.31,27,22,7,1,22,NA,0
0,20,43,0,1,-0.6,20,21,7,0,20,NA,0
0,20,35,0,0,-0.11,20,17,7,0,20,NA,0
0,20,56,1,0,0.47,20,20,7,0,20,NA,0
0,37,43,1,0,0.01,37,36,7,0,37,NA,0
0,30,37,1,0,-1.11,30,33,7,1,33,NA,0
1,27,33,0,0,0.78,32,27,7,0,32,NA,0
0,37,60,1,0,-1.58,37,36,7,1,36,NA,0
1,19,67,1,1,-0.62,16,19,7,0,16,NA,0
0,34,44,1,0,0.52,34,32,7,1,32,NA,0
0,27,44,1,1,0.68,27,27,7,0,27,NA,0
1,29,41,1,0,-0.01,30,29,7,0,30,NA,0
1,27,39,0,0,-0.11,30,27,7,0,30,NA,0
1,7,48,0,0,-0.24,8,7,7,0,8,NA,0
1,17,59,1,0,0.04,17,17,7,0,17,NA,1
1,21,56,1,0,1.21,29,21,7,1,21,NA,0
0,33,53,0,0,-0.98,33,35,7,1,35,NA,0
0,14,59,0,0,0.85,14,10,7,1,10,NA,0
0,16,53,1,0,0.21,16,14,7,0,16,NA,0
1,23,56,1,0,0.38,26,23,7,0,26,NA,0
0,9,52,0,0,-0.41,9,11,7,1,11,NA,0
1,19,31,1,0,0.42,24,19,7,0,24,NA,0
0,9,78,0,0,-0.57,9,7,7,0,9,NA,0
1,22,29,0,0,0.13,31,22,7,0,31,NA,0
1,22,60,0,0,-0.28,23,22,7,0,23,NA,0
0,22,54,0,0,0.93,22,16,7,0,22,NA,0
0,17,49,0,1,-0.34,17,19,7,1,19,NA,0
1,23,50,1,0,0.46,24,23,7,0,24,NA,0
0,8,72,0,0,-0.65,8,8,7,1,8,NA,0
0,16,56,1,0,-0.13,16,12,7,1,12,NA,0
0,32,36,1,0,-1.03,32,29,7,1,29,NA,0
0,21,52,0,0,-0.92,21,21,7,1,21,NA,0
1,29,50,0,0,0.14,32,29,7,0,32,NA,0
1,25,72,1,0,-0.63,26,25,7,0,26,NA,0
0,11,70,0,0,-1.45,11,11,7,1,11,NA,0
1,18,56,0,0,-1.07,17,18,7,1,18,NA,0
1,28,36,0,0,0.28,32,28,7,1,28,NA,0
1,24,35,0,0,0.36,25,24,7,1,24,NA,0
0,17,64,1,1,0.36,17,15,7,0,17,NA,0
1,13,58,0,1,-1.3,8,13,7,1,13,NA,0
1,14,38,0,1,-0.35,14,14,7,0,14,NA,0
1,28,69,1,0,-0.86,28,28,7,0,28,NA,0
1,9,60,0,0,0.96,14,9,7,0,14,NA,0
1,23,71,1,0,-1.42,22,23,7,1,23,NA,0
1,11,65,0,0,0.24,13,11,7,0,13,NA,0
1,28,51,0,0,0.42,31,28,7,0,31,NA,0
0,25,61,1,1,0.87,25,22,7,0,25,NA,0
0,30,44,1,1,0.59,30,28,7,0,30,NA,0
1,17,47,1,0,-0.64,20,17,7,0,20,NA,0
0,13,56,1,0,-0.91,13,12,7,1,12,NA,0
0,10,48,0,0,-0.01,10,8,7,1,8,NA,0
0,28,68,1,0,-0.01,28,27,7,0,28,NA,0
0,11,53,0,1,0.11,11,12,7,0,11,NA,0
0,34,39,1,1,0.71,34,32,7,1,32,NA,0
1,29,39,0,0,-0.81,31,29,7,1,29,NA,0
1,29,46,0,0,-0.65,31,29,7,1,29,NA,0
0,24,43,1,0,0.62,24,22,7,0,24,NA,0
1,11,43,0,1,-0.91,10,11,7,1,11,2,0
0,10,43,0,0,0.09,10,7,7,1,7,NA,0
0,28,53,1,0,1.24,28,22,7,1,22,NA,0
1,22,31,1,0,-0.08,27,22,7,1,22,NA,0
0,21,43,0,0,1.27,21,19,7,0,21,NA,0
0,34,42,1,1,0.38,34,33,7,1,33,NA,0
1,25,33,1,0,0.4,28,25,7,1,25,NA,0
0,19,43,1,0,-0.92,19,19,7,1,19,NA,0
1,25,52,1,0,-0.42,24,25,7,1,25,NA,0
1,23,27,1,0,0.38,29,23,7,1,23,NA,0
0,27,40,0,0,-0.16,27,24,7,1,24,NA,0
0,27,58,1,0,1.49,27,22,7,0,27,NA,0
0,30,66,1,0,-0.46,30,32,7,1,32,NA,0
1,27,48,0,1,0.92,29,27,7,0,29,NA,0
0,24,66,0,0,1.52,24,20,7,0,24,NA,0
0,25,47,1,0,-1.72,25,28,7,1,28,NA,0
0,23,56,1,0,1.13,23,19,7,0,23,NA,0
0,32,61,0,0,0.25,32,31,7,1,31,NA,0
1,32,36,1,0,0.29,38,32,7,0,38,NA,0
1,19,58,0,1,-0.48,21,19,7,1,19,NA,0
1,15,69,1,0,1.34,20,15,7,0,20,NA,0
0,30,35,1,0,0.47,30,25,7,0,30,NA,0
0,17,63,0,1,-0.29,17,17,7,1,17,NA,0
1,30,40,1,0,2.27,41,30,7,1,30,NA,0
1,25,47,1,1,1.09,26,25,7,0,26,NA,0
0,20,71,0,0,0.08,20,19,7,1,19,NA,0
1,6,58,0,0,0.16,6,6,7,1,6,NA,0
1,30,57,1,0,0.06,33,30,7,0,33,NA,0
1,18,41,1,0,0.8,22,18,7,0,22,NA,0
0,25,58,1,0,1.11,25,20,7,0,25,NA,0
1,35,42,1,0,1.57,40,35,7,1,35,NA,0
0,10,57,0,0,-0.65,10,8,7,0,10,NA,0
1,16,49,0,1,-0.17,19,16,7,1,16,NA,0
1,27,47,1,0,-0.46,29,27,7,1,27,NA,0
0,9,38,0,0,0.55,9,6,7,0,9,NA,0
1,37,50,0,0,-0.66,36,37,7,1,37,NA,0
1,26,77,1,0,0.43,29,26,7,0,29,NA,0
0,11,51,0,1,0.33,11,11,7,0,11,NA,1
0,2,37,0,0,1.45,2,0,7,0,2,NA,0
0,7,55,0,0,-0.34,7,4,7,0,7,NA,0
1,19,44,0,0,-0.41,18,19,7,1,19,NA,0
0,30,40,0,0,-1.39,30,30,7,1,30,NA,0
0,32,64,1,0,0.16,32,30,7,1,30,NA,0
1,24,62,1,0,0.64,25,24,7,0,25,NA,0
1,16,38,0,1,0.34,18,16,7,1,16,NA,0
1,27,51,1,0,0.4,31,27,7,0,31,NA,0
0,25,59,1,0,0.67,25,21,7,1,21,NA,0
0,10,60,0,0,1.56,10,6,8,0,10,NA,0
0,20,40,0,0,-0.65,20,18,8,1,18,NA,0
0,20,50,0,0,-0.72,20,19,8,0,20,NA,0
1,23,37,0,1,-1.15,19,23,8,1,23,NA,0
0,42,42,1,0,-1.04,42,45,8,1,45,NA,0
1,40,39,1,1,1.61,43,40,8,0,43,NA,0
0,25,63,1,1,1.05,25,27,8,1,27,NA,0
1,33,38,1,0,-0.7,35,33,8,1,33,NA,0
0,18,48,0,0,-0.22,18,18,8,1,18,NA,0
0,34,42,1,0,0.02,34,35,8,0,34,NA,0
0,27,29,1,0,0.41,27,21,8,1,21,NA,0
0,15,65,1,1,-0.14,15,13,8,0,15,NA,0
1,20,63,0,1,-0.52,19,20,8,1,20,NA,0
1,16,63,1,1,0.75,14,16,8,0,14,NA,0
0,0,67,0,0,1.08,0,0,8,0,0,NA,0
0,24,33,1,1,0.78,24,21,8,0,24,NA,0
1,17,54,0,0,-0.59,20,17,8,1,17,NA,0
0,19,63,0,0,-0.44,19,19,8,0,19,NA,0
1,32,45,1,0,0.15,34,32,8,0,34,NA,0
0,7,61,0,0,-0.34,7,1,8,0,7,NA,0
0,25,68,1,0,1.01,25,23,8,0,25,NA,0
1,45,18,1,1,-0.73,39,45,8,1,45,NA,0
0,21,47,0,1,-0.29,21,26,8,1,26,NA,0
0,10,46,0,0,0.46,10,8,8,0,10,NA,0
0,0,59,0,1,-0.06,0,0,8,0,0,NA,0
1,18,51,1,1,0.84,21,18,8,1,18,NA,0
1,26,66,1,0,-1.15,25,26,8,1,26,NA,0
0,22,56,0,0,-1.33,22,22,8,1,22,NA,0
0,29,45,1,0,-0.06,29,31,8,0,29,NA,0
0,32,57,1,0,-1.22,32,34,8,1,34,NA,0
0,30,48,1,0,-0.66,30,25,8,1,25,NA,0
1,17,53,0,0,0.13,21,17,8,1,17,NA,0
1,19,47,0,0,-0.11,24,19,8,0,24,NA,0
0,20,77,1,1,1.23,20,17,8,0,20,NA,0
0,32,38,1,1,-0.45,32,34,8,0,32,NA,0
1,23,46,0,0,0.38,23,23,8,0,23,NA,0
1,25,58,0,1,0.91,30,25,8,1,25,NA,0
1,23,45,0,1,0.76,27,23,8,0,27,NA,0
0,39,29,1,0,0.36,39,36,8,0,39,NA,0
0,41,12,1,0,0.4,41,38,8,0,41,NA,0
1,22,53,0,0,1.71,28,22,8,0,28,NA,0
1,29,58,1,0,-1.22,30,29,8,1,29,NA,0
1,1,68,0,0,-0.07,3,1,8,0,3,NA,0
0,23,52,0,0,-0.96,23,21,8,0,23,NA,0
0,22,79,0,1,0.06,22,22,8,0,22,NA,0
0,12,53,0,0,-0.44,12,13,8,0,12,NA,0
1,17,41,0,0,0.43,19,17,8,0,19,NA,0
0,35,36,1,0,-0.82,35,32,8,1,32,NA,0
0,9,56,0,0,-0.9,9,15,8,0,9,NA,0
0,37,26,1,1,0.8,37,31,8,0,37,NA,0
1,17,47,1,0,-0.16,17,17,8,1,17,NA,0
1,33,54,1,0,-0.44,37,33,8,1,33,NA,0
0,11,56,0,0,0.95,11,10,8,1,10,NA,0
1,0,66,0,1,-0.43,0,0,8,0,0,NA,0
1,12,52,0,1,-0.78,11,12,8,1,12,NA,0
0,27,66,1,0,-0.38,27,25,8,0,27,NA,0
0,18,59,0,1,-1.08,18,21,8,1,21,NA,0
0,28,55,0,1,-1.44,28,30,8,1,30,NA,0
0,23,49,0,0,-0.15,23,24,8,0,23,NA,0
0,17,42,0,1,0.21,17,15,8,0,17,NA,0
0,20,51,0,0,0.17,20,22,8,1,22,NA,0
0,21,57,1,0,0.94,21,18,8,0,21,NA,0
1,6,67,0,0,0.17,7,6,8,0,7,NA,0
1,28,64,1,1,-1.61,26,28,8,1,28,NA,0
0,8,69,0,0,-0.95,8,10,8,1,10,NA,0
1,27,42,0,0,-0.45,25,27,8,1,27,NA,0
1,27,52,1,0,1.15,28,27,8,1,27,NA,0
1,22,48,0,0,-0.58,24,22,8,0,24,NA,0
0,27,76,1,1,-0.58,27,28,8,1,28,NA,0
1,29,56,1,1,-0.76,27,29,8,1,29,NA,0
0,14,59,0,1,-0.02,14,15,8,1,15,NA,0
0,26,33,1,0,-0.81,26,29,8,1,29,NA,0
0,29,54,1,1,-2.54,29,32,8,1,32,NA,0
0,11,62,0,0,-0.08,11,7,8,0,11,NA,0
0,20,39,0,0,-0.61,20,20,8,0,20,NA,0
1,32,42,1,0,0.56,30,32,8,0,30,NA,0
1,14,50,0,1,-1.19,11,14,8,1,14,NA,0
0,22,59,1,0,-1.1,22,20,8,1,20,NA,0
1,33,52,1,0,-1.11,32,33,8,1,33,NA,0
1,36,43,1,1,-2.22,33,36,8,1,36,NA,0
0,38,50,1,0,-0.93,38,39,8,1,39,NA,0
0,30,23,1,1,0.39,30,31,8,1,31,NA,0
1,20,45,0,0,-0.24,24,20,8,1,20,NA,0
0,31,75,1,0,-1.87,31,31,8,1,31,NA,0
0,17,70,0,0,0.12,17,15,8,0,17,NA,0
0,15,62,1,0,-0.76,15,12,8,1,12,NA,0
1,27,72,1,0,1.15,30,27,8,0,30,NA,0
1,21,37,1,1,-0.51,23,21,8,1,21,NA,0
0,20,48,1,1,0.29,20,19,8,0,20,NA,0
1,19,58,0,1,0.08,21,19,8,0,21,NA,0
1,12,50,0,1,0.02,11,12,8,0,11,NA,0
0,11,66,0,1,0.11,11,8,8,0,11,NA,0
1,11,57,0,0,0.15,14,11,8,1,11,NA,0
0,24,45,1,0,-0.28,24,20,8,1,20,NA,0
0,21,46,0,0,1.81,21,17,8,0,21,NA,0
1,31,48,1,1,0.49,31,31,8,1,31,NA,0
1,36,59,1,0,-1.39,37,36,8,1,36,NA,0
1,12,53,1,0,-1.1,12,12,8,0,12,NA,0
1,23,23,1,0,0.55,31,23,8,1,23,NA,0
0,11,63,0,0,0.79,11,5,8,0,11,NA,0
0,29,26,0,0,-0.4,29,24,8,0,29,NA,0
0,39,52,1,1,2.09,39,34,8,0,39,NA,0
0,2,65,0,0,-1.33,2,0,8,1,0,NA,0
1,35,56,1,1,0,37,35,8,1,35,NA,1
1,36,42,1,0,-0.77,36,36,8,0,36,NA,0
1,38,23,1,0,0.16,40,38,8,0,40,NA,0
1,24,45,1,0,0.12,26,24,8,1,24,NA,0
1,24,54,0,0,-0.21,26,24,8,0,26,NA,0
1,30,31,0,0,0.76,32,30,8,1,30,NA,0
1,30,46,1,0,0.57,33,30,8,0,33,NA,0
1,27,49,0,0,0.09,27,27,8,0,27,NA,0
1,22,62,1,1,0.12,20,22,8,0,20,NA,0
1,32,50,1,0,-1.26,36,32,8,1,32,NA,0
0,12,40,0,1,0.56,12,11,8,1,11,NA,0
1,13,36,0,1,-0.55,13,13,8,0,13,NA,0
1,28,44,1,1,-0.88,24,28,8,0,24,NA,0
1,25,43,0,0,-0.41,26,25,8,0,26,NA,0
1,33,53,1,0,-0.09,38,33,8,0,38,NA,0
1,10,45,0,0,0.69,15,10,8,0,15,NA,0
0,32,34,1,0,-0.53,32,29,8,0,32,NA,0
0,29,69,1,0,-0.98,29,35,8,1,35,NA,0
0,24,41,1,1,0.09,24,18,8,0,24,NA,0
0,23,46,1,0,0.17,23,24,8,1,24,NA,0
1,36,33,0,0,-0.03,36,36,8,0,36,NA,0
1,12,40,0,0,1.16,17,12,8,0,17,NA,0
1,14,43,1,0,1,22,14,8,0,22,NA,0
0,29,38,0,1,1.35,29,28,8,0,29,NA,0
0,28,55,0,0,-0.78,28,26,8,1,26,NA,0
0,9,81,0,1,0.72,9,7,8,0,9,NA,0
0,28,64,1,1,-0.35,28,27,8,1,27,NA,0
0,27,49,1,0,0.94,27,22,8,1,22,NA,0
1,22,71,0,1,-0.39,18,22,8,1,22,NA,0
1,14,57,0,0,1.16,17,14,8,1,14,NA,0
1,38,35,0,1,-1.3,30,38,8,1,38,NA,0
1,6,59,0,0,0.57,14,6,8,0,14,NA,0
0,37,50,1,1,0.19,37,33,8,0,37,NA,0
1,22,50,0,0,2.57,30,22,8,0,30,NA,1
0,15,59,1,0,-0.92,15,17,8,1,17,NA,0
0,33,41,1,1,-0.39,33,30,8,0,33,NA,0
0,19,51,0,0,0.5,19,16,8,1,16,NA,0
0,28,48,0,0,-0.25,28,24,8,0,28,NA,0
1,19,51,0,0,1.14,22,19,8,0,22,NA,0
1,24,59,1,0,0.63,26,24,8,0,26,NA,0
0,10,58,0,0,0.18,10,3,8,0,10,NA,0
1,16,57,0,1,0.36,13,16,8,0,13,NA,0
0,13,63,0,1,-1.1,13,9,8,1,9,NA,0
1,24,59,1,1,1.79,29,24,8,0,29,NA,0
1,24,45,1,0,-0.52,24,24,8,1,24,NA,0
0,15,58,0,1,1.66,15,14,8,1,14,NA,0
1,9,57,0,0,-0.4,13,9,8,1,9,NA,0
0,24,48,0,1,-0.87,24,26,8,0,24,NA,0
0,12,57,0,0,0.11,12,9,8,0,12,NA,0
1,22,40,1,0,0.36,27,22,8,0,27,NA,0
0,19,39,1,0,1.59,19,13,8,0,19,NA,0
0,27,36,0,1,-1.75,27,33,8,1,33,NA,0
0,27,48,1,1,0.37,27,27,8,0,27,NA,0
0,36,41,1,1,-0.8,36,34,8,1,34,NA,0
0,28,55,1,1,0,28,29,8,0,28,NA,0
0,14,31,0,0,0.54,14,9,8,0,14,NA,0
1,24,54,1,0,0.24,25,24,8,0,25,NA,0
0,31,45,0,0,2.09,31,21,8,1,21,NA,0
0,25,53,0,0,-1.84,25,28,8,1,28,NA,0
1,10,58,0,0,0.48,13,10,8,0,13,NA,0
0,5,44,0,1,-0.75,5,10,8,1,10,NA,0
0,33,35,1,1,1.06,33,33,8,0,33,NA,0
1,23,46,1,0,0.02,28,23,8,1,23,NA,0
0,34,59,1,0,0.67,34,32,8,0,34,NA,0
0,24,48,0,0,1.13,24,21,8,1,21,NA,0
1,11,60,1,0,0.78,15,11,8,0,15,NA,0
0,24,38,1,0,0.95,24,20,8,0,24,NA,0
0,30,57,1,1,0.18,30,27,8,1,27,NA,0
1,9,69,0,0,1.08,12,9,8,0,12,NA,0
0,22,33,0,0,0.1,22,20,8,1,20,NA,0
0,26,59,0,0,-0.89,26,26,8,0,26,NA,0
0,15,57,0,0,0.36,15,10,8,0,15,NA,0
1,18,52,1,0,-1.1,18,18,8,1,18,NA,0
1,32,44,1,0,-1.93,27,32,8,1,32,NA,0
1,12,48,1,1,0.25,13,12,8,0,13,NA,0
1,22,56,0,0,-1.28,20,22,8,0,20,NA,0
1,33,56,1,0,-1.67,33,33,8,0,33,3,0
0,15,47,1,0,0.05,15,12,8,1,12,NA,0
0,17,53,1,0,-0.43,17,17,8,1,17,NA,0
1,23,43,1,0,-0.24,24,23,8,1,23,NA,0
0,7,52,0,1,1.42,7,3,8,0,7,NA,0
0,28,20,0,0,0.97,28,25,8,1,25,NA,0
0,0,71,0,0,-1.56,0,0,8,1,0,NA,0
1,24,57,1,0,0.19,29,24,8,0,29,NA,0
0,22,46,1,0,1.1,22,20,8,0,22,NA,0
1,23,51,0,1,0.09,23,23,8,1,23,NA,0
0,10,65,0,0,-0.98,10,10,8,1,10,NA,0
0,32,45,0,0,2.32,32,28,8,0,32,NA,0
0,30,25,1,1,0.5,30,30,8,1,30,NA,0
1,26,79,1,1,-1.87,25,26,8,1,26,NA,0
1,21,66,1,1,-0.53,19,21,8,1,21,NA,0
0,28,57,1,0,-0.54,28,28,8,1,28,NA,0
1,16,55,0,0,-0.93,16,16,8,1,16,NA,0
1,22,41,1,0,0.75,24,22,8,1,22,NA,0
1,36,50,1,0,0.02,39,36,8,0,39,NA,0
1,22,55,0,0,1.15,24,22,8,0,24,NA,0
